description,latitude,longitude,altitude
"Spring Valley Village, Texas",29.789761,-95.504026,24.0
"Springlake, Texas",34.231621,-102.305734,1123.0
"Springtown, Texas",32.9693,-97.680424,268.0
"Spur, Texas",33.476582,-100.850215,696.0
"St. Hedwig, Texas",29.420216,-98.206971,184.0
"St. Jo, Texas",33.695023,-97.523071,350.0
"St. Paul, Texas",33.047486,-96.553391,169.0
"St. Paul, Texas",28.090962,-97.563184,24.0
"Stafford, Texas",29.62572,-95.56574,24.0
"Stagecoach, Texas",30.141762,-95.700123,73.0
"Stamford, Texas",33.046193,-99.597021,441.0
"Stanton, Texas",32.131695,-101.792457,816.0
"Staples, Texas",29.762335,-97.824538,163.0
"Star Harbor, Texas",32.192142,-96.055069,106.0
"Steiner Ranch, Texas",30.365377,-97.895911,247.0
"Stephenville, Texas",32.214544,-98.219885,412.0
"Sterling City, Texas",31.839175,-100.985878,698.0
"Stinnett, Texas",35.823092,-101.44362,969.0
"Stockdale, Texas",29.235974,-97.963888,131.0
"Stockton Bend, Texas",32.479189,-97.7627,214.0
"Stonewall, Texas",30.253584,-98.660907,462.0
"Stowell, Texas",29.77996,-94.368614,6.0
"Stratford, Texas",36.337568,-102.07603,1126.0
"Strawn, Texas",32.550793,-98.498077,306.0
"Streetman, Texas",31.881835,-96.33257,121.0
"Study Butte, Texas",29.335553,-103.542609,786.0
"Sudan, Texas",34.066414,-102.524194,1146.0
"Sugar Land, Texas",29.592764,-95.633801,25.0
"Sullivan City, Texas",26.275217,-98.564441,57.0
"Sulphur Springs, Texas",33.143108,-95.614702,153.0
"Summerfield, Texas",34.739899,-102.509167,1200.0
"Sun Valley, Texas",33.670565,-95.428715,170.0
"Sundown, Texas",33.457545,-102.490809,1081.0
"Sunnyvale, Texas",32.799752,-96.55855,152.0
"Sunray, Texas",36.018383,-101.824511,1069.0
"Sunrise Beach Village, Texas",30.586012,-98.418768,249.0
"Sunrise Shores, Texas",32.179227,-95.507512,119.0
"Sunset, Texas",33.446847,-97.767269,300.0
"Sunset, Texas",26.424603,-99.06212,81.0
"Sunset Acres, Texas",27.794165,-99.456603,218.0
"Sunset Valley, Texas",30.225834,-97.815758,213.0
"Surfside Beach, Texas",28.953071,-95.283757,1.0
"Sweeny, Texas",29.046373,-95.698548,14.0
"Sweetwater, Texas",32.469389,-100.408651,667.0
"Sylvester, Texas",32.72288,-100.249929,564.0
"Taft, Texas",27.980032,-97.392828,17.0
"Taft Southwest, Texas",27.971231,-97.405446,18.0
"Tahoka, Texas",33.163777,-101.795081,945.0
"Talco, Texas",33.362882,-95.102269,112.0
"Talty, Texas",32.694439,-96.400763,144.0
"Tanquecitos South Acres, Texas",27.489792,-99.379691,161.0
"Tanquecitos South Acres II, Texas",27.486961,-99.388178,166.0
"Tatum, Texas",32.315881,-94.518878,98.0
"Taylor, Texas",30.57203,-97.43038,178.0
"Taylor Lake Village, Texas",29.574804,-95.05526,4.0
"Taylor Landing, Texas",29.866412,-94.129171,1.0
"Teague, Texas",31.629487,-96.280818,163.0
"Tehuacana, Texas",31.743177,-96.540199,185.0
"Temple, Texas",31.104936,-97.388512,187.0
"Tenaha, Texas",31.943709,-94.245706,108.0
"Terlingua, Texas",29.287134,-103.58341,789.0
"Terrell, Texas",32.725827,-96.298003,155.0
"Terrell Hills, Texas",29.477084,-98.447196,248.0
"Texarkana, Texas",33.449204,-94.085008,100.0
"Texas City, Texas",29.433717,-94.892695,0.0
"Texhoma, Texas",36.493701,-101.793765,1066.0
"Texline, Texas",36.376494,-103.018876,1428.0
"The Colony, Texas",33.089598,-96.903368,162.0
"The Hills, Texas",30.34648,-97.986446,257.0
"The Homesteads, Texas",32.475488,-97.166245,213.0
"The Woodlands, Texas",30.172562,-95.509813,58.0
"Thompsons, Texas",29.481768,-95.636851,19.0
"Thompsonville, Texas",27.260012,-98.784671,204.0
"Thorndale, Texas",30.614023,-97.206487,140.0
"Thornton, Texas",31.409957,-96.573614,149.0
"Thorntonville, Texas",31.578927,-102.922073,793.0
"Thrall, Texas",30.588154,-97.297728,172.0
"Three Rivers, Texas",28.466853,-98.177947,46.0
"Throckmorton, Texas",33.182071,-99.179771,415.0
"Thunderbird Bay, Texas",31.909633,-99.020798,445.0
"Tierra Bonita, Texas",26.272699,-97.827639,15.0
"Tierra Dorada, Texas",26.400653,-98.921262,65.0
"Tierra Grande, Texas",27.703686,-97.571819,16.0
"Tierra Verde, Texas",27.761571,-97.717384,22.0
"Tiki Island, Texas",29.297265,-94.914945,1.0
"Tilden, Texas",28.459855,-98.548677,77.0
"Timbercreek Canyon, Texas",35.05345,-101.818418,1060.0
"Timberwood Park, Texas",29.700723,-98.483181,375.0
"Timpson, Texas",31.906912,-94.397056,119.0
"Tioga, Texas",33.472108,-96.915704,204.0
"Tira, Texas",33.329101,-95.536066,141.0
"Tivoli, Texas",28.460839,-96.89147,11.0
"Toco, Texas",33.653889,-95.649495,174.0
"Todd Mission, Texas",30.260944,-95.829997,94.0
"Tolar, Texas",32.390005,-97.920098,315.0
"Tom Bean, Texas",33.520296,-96.484218,250.0
"Tomball, Texas",30.095078,-95.619678,59.0
"Tool, Texas",32.280535,-96.172711,113.0
"Tornillo, Texas",31.436704,-106.103225,1092.0
"Tow, Texas",30.887703,-98.46414,318.0
"Town of Pecos, Texas",31.391676,-103.527166,798.0
"Toyah, Texas",31.312498,-103.794612,889.0
"Tradewinds, Texas",27.994992,-97.260176,5.0
"Travis Ranch, Texas",32.800955,-96.478156,141.0
"Trent, Texas",32.48841,-100.123336,584.0
"Trenton, Texas",33.426257,-96.344594,224.0
"Trinidad, Texas",32.160015,-96.109524,89.0
"Trinity, Texas",30.944452,-95.373563,71.0
"Trophy Club, Texas",32.992522,-97.172964,186.0
"Troup, Texas",32.145812,-95.12256,147.0
"Troy, Texas",31.193982,-97.300358,222.0
"Tuleta, Texas",28.576701,-97.798026,99.0
"Tulia, Texas",34.537864,-101.774434,1065.0
"Tulsita, Texas",28.642329,-97.818052,99.0
"Tunis, Texas",30.542276,-96.527258,83.0
"Turkey, Texas",34.393922,-100.895302,716.0
"Tuscola, Texas",32.21156,-99.798256,605.0
"Tye, Texas",32.452218,-99.866537,552.0
"Tyler, Texas",32.317258,-95.305886,162.0
"Tynan, Texas",28.170753,-97.749176,47.0
"Uhland, Texas",29.966577,-97.788116,181.0
"Umbarger, Texas",34.956389,-102.109392,1149.0
"Uncertain, Texas",32.70064,-94.133261,75.0
"Union Grove, Texas",32.574983,-94.915088,123.0
"Union Valley, Texas",32.946925,-96.240293,162.0
"Universal City, Texas",29.552,-98.307577,262.0
"University Park, Texas",32.848624,-96.79525,175.0
"Utopia, Texas",29.624088,-99.512655,436.0
"Uvalde, Texas",29.215184,-99.777215,282.0
"Uvalde Estates, Texas",29.168689,-99.836142,295.0
"Val Verde Park, Texas",29.374553,-100.830616,331.0
"Valentine, Texas",30.588611,-104.495314,1352.0
"Valera, Texas",31.753618,-99.54927,556.0
"Valle Hermoso, Texas",26.382268,-98.787117,50.0
"Valle Verde, Texas",27.679691,-99.200997,164.0
"Valle Vista, Texas",26.316046,-98.654655,69.0
"Valley Mills, Texas",31.656797,-97.472648,187.0
"Valley View, Texas",33.477348,-97.15692,212.0
"Van, Texas",32.523868,-95.63758,148.0
"Van Alstyne, Texas",33.421688,-96.583202,240.0
"Van Horn, Texas",31.040672,-104.834154,1234.0
"Van Vleck, Texas",29.028133,-95.884566,20.0
"Vanderbilt, Texas",28.820811,-96.60964,11.0
"Vega, Texas",35.245302,-102.429247,1228.0
"Venus, Texas",32.426217,-97.102177,208.0
"Vernon, Texas",34.147664,-99.300427,379.0
"Victoria, Texas",28.828528,-96.986015,33.0
"Victoria Vera, Texas",26.318088,-98.69296,46.0
"Vidor, Texas",30.128139,-93.991733,12.0
"Villa Pancho, Texas",25.884254,-97.415777,6.0
"Villa Verde, Texas",26.130081,-97.995974,23.0
"Villa del Sol, Texas",26.191904,-97.581886,10.0
"Villarreal, Texas",26.307121,-98.644285,68.0
"Vinton, Texas",31.959455,-106.593517,1168.0
"Volente, Texas",30.445325,-97.907911,254.0
"Von Ormy, Texas",29.277391,-98.657373,187.0
"Waco, Texas",31.557994,-97.18975,169.0
"Wadsworth, Texas",28.829941,-95.914531,7.0
"Waelder, Texas",29.694496,-97.297848,118.0
"Waka, Texas",36.281583,-101.044133,927.0
"Wake Village, Texas",33.423839,-94.126966,107.0
"Waller, Texas",30.072394,-95.931551,81.0
"Wallis, Texas",29.632021,-96.063517,43.0
"Walnut Springs, Texas",32.056979,-97.750568,280.0
"Warren, Texas",30.612591,-94.42286,57.0
"Warren City, Texas",32.551254,-94.904911,121.0
"Washburn, Texas",35.169163,-101.569995,1074.0
"Waskom, Texas",32.47663,-94.064559,86.0
"Watauga, Texas",32.871799,-97.251488,200.0
"Waxahachie, Texas",32.40248,-96.844493,194.0
"Weatherford, Texas",32.75319,-97.771944,304.0
"Webberville, Texas",30.226071,-97.499593,124.0
"Webster, Texas",29.532072,-95.116478,8.0
"Weimar, Texas",29.70005,-96.777251,124.0
"Weinert, Texas",33.3234,-99.673674,465.0
"Weir, Texas",30.676717,-97.59107,207.0
"Welch, Texas",32.933613,-102.123194,951.0
"Wellington, Texas",34.853813,-100.213982,621.0
"Wellman, Texas",33.046979,-102.427437,1021.0
"Wells, Texas",31.491559,-94.947319,104.0
"Wells Branch, Texas",30.443458,-97.679955,243.0
"Weslaco, Texas",26.160549,-97.987654,26.0
"West, Texas",31.80311,-97.094614,202.0
"West Alto Bonito, Texas",26.314312,-98.663153,53.0
"West Columbia, Texas",29.141926,-95.649452,12.0
"West Lake Hills, Texas",30.291636,-97.814164,264.0
"West Livingston, Texas",30.701393,-95.020274,48.0
"West Odessa, Texas",31.838248,-102.500139,904.0
"West Orange, Texas",30.079101,-93.759774,11.0
"West Sharyland, Texas",26.271774,-98.340432,54.0
"West Tawakoni, Texas",32.899625,-96.035919,143.0
"West University Place, Texas",29.715442,-95.431628,20.0
"Westbrook, Texas",32.357073,-101.013259,661.0
"Westdale, Texas",27.965726,-97.993728,65.0
"Western Lake, Texas",32.62116,-97.816656,249.0
"Westlake, Texas",32.985461,-97.203788,191.0
"Westminster, Texas",33.364849,-96.459348,213.0
"Weston, Texas",33.330038,-96.665863,217.0
"Weston Lakes, Texas",29.657316,-95.931016,33.0
"Westover Hills, Texas",32.74366,-97.412266,191.0
"Westway, Texas",31.96007,-106.575981,1213.0
"Westwood Shores, Texas",30.936571,-95.327405,57.0
"Westworth Village, Texas",32.761945,-97.423257,183.0
"Wharton, Texas",29.317601,-96.102279,32.0
"Wheeler, Texas",35.441115,-100.275228,768.0
"White Deer, Texas",35.433397,-101.175846,1027.0
"White Oak, Texas",32.530045,-94.853928,116.0
"White Settlement, Texas",32.755053,-97.460687,210.0
"Whiteface, Texas",33.599563,-102.61337,1122.0
"Whitehouse, Texas",32.221677,-95.220676,144.0
"Whitesboro, Texas",33.65958,-96.903694,243.0
"Whitewright, Texas",33.511159,-96.394906,237.0
"Whitharral, Texas",33.739154,-102.327823,1062.0
"Whitney, Texas",31.952447,-97.31977,182.0
"Wichita Falls, Texas",33.906654,-98.525848,294.0
"Wickett, Texas",31.567325,-103.005948,810.0
"Wild Peach Village, Texas",29.081044,-95.637257,9.0
"Wildorado, Texas",35.209206,-102.209515,1199.0
"Wildwood, Texas",30.525295,-94.448708,33.0
"Willis, Texas",30.434166,-95.484207,118.0
"Willow Grove, Texas",31.559134,-97.296059,170.0
"Willow Park, Texas",32.753942,-97.650172,286.0
"Wills Point, Texas",32.709454,-96.004991,166.0
"Wilmer, Texas",32.599015,-96.681585,134.0
"Wilson, Texas",33.31934,-101.727499,953.0
"Wimberley, Texas",29.984804,-98.090553,262.0
"Windcrest, Texas",29.514831,-98.381341,243.0
"Windom, Texas",33.564799,-95.998519,211.0
"Windthorst, Texas",33.576966,-98.434932,311.0
"Winfield, Texas",33.165434,-95.111225,137.0
"Wingate, Texas",32.045513,-100.104039,612.0
"Wink, Texas",31.754497,-103.154117,851.0
"Winnie, Texas",29.816716,-94.380673,10.0
"Winnsboro, Texas",32.955903,-95.290319,158.0
"Winona, Texas",32.49261,-95.177413,125.0
"Winters, Texas",31.949127,-99.959308,555.0
"Wixon Valley, Texas",30.764482,-96.318645,100.0
"Wolfe City, Texas",33.368528,-96.071986,205.0
"Wolfforth, Texas",33.509016,-102.005082,1007.0
"Woodbranch, Texas",30.181335,-95.183615,35.0
"Woodcreek, Texas",30.026646,-98.111526,295.0
"Woodloch, Texas",30.217204,-95.413029,39.0
"Woodsboro, Texas",28.237807,-97.32538,14.0
"Woodson, Texas",33.014931,-99.053429,374.0
"Woodville, Texas",30.774433,-94.422454,82.0
"Woodway, Texas",31.498334,-97.230789,197.0
"Wortham, Texas",31.790154,-96.461613,147.0
"Wyldwood, Texas",30.128651,-97.477416,160.0
"Wylie, Texas",33.029144,-96.527041,166.0
"Yancey, Texas",29.147071,-99.142642,212.0
"Yantis, Texas",32.92853,-95.577357,146.0
"Yoakum, Texas",29.293204,-97.14701,99.0
"Yorktown, Texas",28.982808,-97.505032,85.0
"Yznaga, Texas",26.328525,-97.815009,13.0
"Zapata, Texas",26.902166,-99.261428,115.0
"Zapata Ranch, Texas",26.358827,-97.823005,12.0
"Zarate, Texas",26.319936,-98.636931,65.0
"Zavalla, Texas",31.158466,-94.418918,81.0
"Zephyr, Texas",31.679217,-98.791235,468.0
"Zuehl, Texas",29.505103,-98.152168,186.0
